1,0.3850000000000001,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6040
1,0.42000000000000015,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,11230
1,0.4550000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 11.272141706924316 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 0.0 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6320
1,0.4900000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6240
1,0.5250000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6040
1,0.5600000000000003,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 11.272141706924316 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 0.0 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,60460
1,0.035,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,0
1,0.07,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,0
1,0.10500000000000001,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,0
1,0.14,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 11.272141706924316 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 0.0 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,0
1,0.17500000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,10640
1,0.21000000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.18700475435816 6.3391442155309035 0.0 0.0 13.946117274167987 0.0 0.0 0.0 12.678288431061807 0.0 0.0 0.0 13.946117274167987 0.0 0.0 0.0 0.0 0.0 0.0 5.705229793977813 3.4865293185419968 6.6561014263074485 0.0 4.437400950871632 3.1695721077654517 6.9730586370839935 0.0 4.437400950871632 3.4865293185419968 5.3882725832012675 0.0 3.3280507131537242 0.0 0.0 0.0 7.606973058637084 0.0 0.0 0.0 8.874801901743265 0.0 0.0 0.0 8.874801901743265 0.0 0.0 0.0 6.180665610142631 0.0 0.0 0.0 7.131537242472266,16080
1,0.24500000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6050
1,0.28,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,11110
1,0.31500000000000006,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,11080
1,0.3500000000000001,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,11260
1,0.3850000000000001,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6040
1,0.42000000000000015,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,11230
1,0.4550000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6320
1,0.4900000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 11.272141706924316 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 0.0 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6240
1,0.5250000000000002,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,6040
1,0.5600000000000003,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,33990
1,0.5950000000000003,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.18700475435816 6.3391442155309035 0.0 0.0 13.946117274167987 0.0 0.0 0.0 12.678288431061807 0.0 0.0 0.0 13.946117274167987 0.0 0.0 0.0 0.0 0.0 0.0 5.705229793977813 3.4865293185419968 6.6561014263074485 0.0 4.437400950871632 3.1695721077654517 6.9730586370839935 0.0 4.437400950871632 3.4865293185419968 5.3882725832012675 0.0 3.3280507131537242 0.0 0.0 0.0 7.606973058637084 0.0 0.0 0.0 8.874801901743265 0.0 0.0 0.0 8.874801901743265 0.0 0.0 0.0 6.180665610142631 0.0 0.0 0.0 7.131537242472266,0
1,0.6300000000000003,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 11.272141706924316 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 0.0 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,59330
1,0.7000000000000004,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,15700
1,0.7350000000000004,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,42700
1,0.7700000000000005,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 11.272141706924316 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 0.0 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,15780
1,0.8050000000000005,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 15.942028985507246 0.0 0.0 0.0 11.272141706924316 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 1.7713365539452497 6.763285024154589 0.0 4.508856682769726 0.0 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,15670
1,0.8400000000000005,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.713365539452496 6.4412238325281805 0.0 0.0 11.272141706924316 0.0 0.0 0.0 14.492753623188406 0.0 0.0 0.0 15.942028985507246 0.0 0.0 0.0 0.0 0.0 0.0 6.280193236714976 0.0 6.763285024154589 0.0 4.508856682769726 1.6103059581320451 7.085346215780999 0.0 4.508856682769726 1.7713365539452497 5.475040257648954 0.0 3.3816425120772946 0.0 0.0 0.0 7.246376811594203 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 9.017713365539452 0.0 0.0 0.0 6.280193236714976 0.0 0.0 0.0 7.246376811594203,15600
